Id,SalePrice
1461,125109.45
1462,156464.11
1463,184176.44
1464,198572.19
1465,180860.36
1466,174082.61
1467,175292.53
1468,166210.81
1469,178307.9
1470,127060.07
1471,204756.98
1472,95544.03
1473,96314.14
1474,150707.02
1475,124385.69
1476,404484.38
1477,250929.55
1478,295735.88
1479,245986.08
1480,515921.22
1481,325061.8
1482,216502.23
1483,166125.62
1484,175671.67
1485,173366.56
1486,190879.12
1487,365242.5
1488,231764.64
1489,204623.84
1490,226324.11
1491,189669.28
1492,80815.89
1493,191370.88
1494,289440.16
1495,292160.66
1496,226861.94
1497,179150.36
1498,171166.17
1499,163157.16
1500,154751.78
1501,175068.78
1502,146518.2
1503,300038.9
1504,233843.38
1505,228680.05
1506,182959.31
1507,246936.77
1508,196756.98
1509,162080.53
1510,147235.39
1511,140281.69
1512,165237.86
1513,140226.2
1514,176980.05
1515,193709.78
1516,163376.89
1517,154468.72
1518,131759.36
1519,227373.48
1520,134485.77
1521,132695.78
1522,172122.89
1523,110062.49
1524,126981.81
1525,126574.15
1526,121439.74
1527,109437.01
1528,137470.9
1529,152613.1
1530,170228.42
1531,101324.664
1532,104304.85
1533,149791.94
1534,121940.45
1535,153761.56
1536,113325.97
1537,72221.18
1538,178267.73
1539,196208.06
1540,86029.68
1541,142028.98
1542,135118.84
1543,229910.14
1544,78109.16
1545,113246.11
1546,128624.57
1547,127763.54
1548,142737.97
1549,120268.67
1550,144984.67
1551,108440.14
1552,134664.25
1553,157950.98
1554,111490.94
1555,169519.66
1556,90159.05
1557,109772.75
1558,96618.086
1559,83045.27
1560,127283.88
1561,144702.78
1562,129046.445
1563,125552.51
1564,157328.62
1565,144742.17
1566,229431.11
1567,67346.66
1568,217452.31
1569,138416.73
1570,125802.28
1571,122224.4
1572,152905.05
1573,241203.78
1574,120090.58
1575,216649.64
1576,227997.03
1577,201953.11
1578,154710.77
1579,151038.1
1580,194072.16
1581,153415.44
1582,127841.87
1583,330828.16
1584,230558.44
1585,138547.94
1586,75007.75
1587,94714.055
1588,146772.42
1589,98296.086
1590,135265.61
1591,93829.0
1592,126354.13
1593,125683.805
1594,133155.77
1595,110837.54
1596,252791.94
1597,187717.94
1598,206552.45
1599,186467.12
1600,184270.17
1601,68317.76
1602,109675.53
1603,87414.13
1604,266434.0
1605,240700.1
1606,171507.34
1607,148499.19
1608,227399.66
1609,195028.92
1610,152012.23
1611,141078.11
1612,159351.3
1613,168359.34
1614,127666.625
1615,92206.47
1616,66139.31
1617,94885.23
1618,130068.38
1619,141484.23
1620,155198.52
1621,132831.17
1622,141786.2
1623,282243.9
1624,206971.73
1625,126825.77
1626,162137.17
1627,186291.95
1628,271597.34
1629,178707.8
1630,398764.16
1631,227152.48
1632,252060.44
1633,170839.48
1634,186771.1
1635,183693.86
1636,151837.77
1637,184812.97
1638,193611.12
1639,182684.28
1640,243998.95
1641,175837.78
1642,221816.03
1643,215081.48
1644,221013.55
1645,201429.14
1646,159112.0
1647,155065.38
1648,133407.02
1649,137113.28
1650,116549.15
1651,122952.555
1652,92610.24
1653,95945.24
1654,150612.38
1655,148648.55
1656,145989.08
1657,152004.89
1658,144472.83
1659,138005.36
1660,153151.98
1661,490643.6
1662,423187.06
1663,389743.44
1664,476895.2
1665,316666.5
1666,326798.4
1667,382604.84
1668,334397.25
1669,299721.75
1670,369739.22
1671,272759.9
1672,505192.56
1673,291640.97
1674,246888.98
1675,185493.3
1676,196259.56
1677,223959.38
1678,495702.16
1679,386000.3
1680,329055.28
1681,241847.27
1682,291337.8
1683,179290.5
1684,164078.52
1685,174174.28
1686,169465.69
1687,164635.73
1688,184388.2
1689,190114.08
1690,186292.34
1691,175241.7
1692,263005.47
1693,163765.47
1694,184624.84
1695,167212.98
1696,277438.72
1697,175206.92
1698,372403.6
1699,331135.78
1700,241728.67
1701,256726.31
1702,249593.4
1703,253077.83
1704,305388.6
1705,224482.88
1706,462917.34
1707,220467.61
1708,208438.98
1709,309721.25
1710,222768.12
1711,245478.47
1712,251940.52
1713,265840.28
1714,220281.56
1715,210953.03
1716,187303.62
1717,173878.89
1718,134194.92
1719,189922.0
1720,240214.88
1721,160297.31
1722,125976.29
1723,160208.17
1724,222991.95
1725,248459.17
1726,187509.86
1727,152880.77
1728,169750.94
1729,163726.33
1730,176042.44
1731,125847.44
1732,140654.31
1733,114834.805
1734,118319.414
1735,133570.06
1736,117675.62
1737,349373.78
1738,217180.77
1739,268274.44
1740,234247.39
1741,209575.1
1742,173019.3
1743,176909.14
1744,301987.38
1745,224713.72
1746,209895.98
1747,215607.06
1748,234829.27
1749,151963.6
1750,128022.234
1751,239361.94
1752,122164.49
1753,149427.28
1754,199092.1
1755,161705.78
1756,137369.14
1757,121953.82
1758,144189.75
1759,156066.52
1760,166985.75
1761,144220.72
1762,171275.06
1763,168789.8
1764,111871.57
1765,171043.83
1766,170553.77
1767,210840.7
1768,146777.7
1769,172031.94
1770,148463.45
1771,127790.875
1772,140720.03
1773,126166.06
1774,112743.38
1775,136572.45
1776,129446.055
1777,119099.914
1778,142164.78
1779,118932.46
1780,175547.77
1781,131430.1
1782,93602.43
1783,139073.44
1784,102363.9
1785,120340.16
1786,153650.81
1787,173506.94
1788,55465.562
1789,103518.625
1790,78631.54
1791,176153.05
1792,156804.3
1793,133712.25
1794,150655.27
1795,134563.05
1796,121090.984
1797,119979.125
1798,121372.99
1799,116702.016
1800,130866.25
1801,132664.81
1802,140927.58
1803,149532.02
1804,139571.78
1805,133029.2
1806,114818.91
1807,128546.87
1808,128335.36
1809,123772.21
1810,145139.3
1811,97302.58
1812,92888.24
1813,124148.5
1814,96655.58
1815,54187.082
1816,97049.07
1817,111142.945
1818,146194.48
1819,117797.23
1820,70681.836
1821,104535.36
1822,145967.03
1823,44231.38
1824,138133.64
1825,136372.33
1826,94359.6
1827,110075.46
1828,148678.05
1829,102721.52
1830,146402.19
1831,177836.8
1832,76190.35
1833,141741.12
1834,114322.54
1835,135585.64
1836,133190.83
1837,87508.125
1838,126279.57
1839,92755.945
1840,167005.75
1841,142693.98
1842,74864.82
1843,135003.92
1844,137433.47
1845,135841.16
1846,153332.12
1847,155993.58
1848,54518.61
1849,116795.97
1850,120805.34
1851,152035.58
1852,127164.61
1853,130420.98
1854,165314.77
1855,137924.75
1856,214731.97
1857,162844.19
1858,145622.94
1859,123231.06
1860,153850.52
1861,123051.34
1862,304168.3
1863,303923.34
1864,304410.28
1865,301375.8
1866,322275.0
1867,236477.48
1868,309059.75
1869,204524.16
1870,254182.4
1871,237700.53
1872,173927.39
1873,233680.84
1874,139710.75
1875,201556.33
1876,201351.28
1877,214546.75
1878,199440.16
1879,127811.805
1880,132669.83
1881,223117.25
1882,251484.61
1883,190696.61
1884,207177.5
1885,247203.78
1886,289883.8
1887,209505.39
1888,279089.94
1889,164509.73
1890,130392.484
1891,138631.92
1892,109872.44
1893,122798.44
1894,129274.69
1895,137143.0
1896,124287.0
1897,101417.7
1898,109703.445
1899,161058.88
1900,154521.98
1901,173860.38
1902,148878.89
1903,214663.55
1904,151220.36
1905,197680.81
1906,185926.17
1907,217945.69
1908,115977.195
1909,135276.77
1910,121832.49
1911,222517.58
1912,295122.4
1913,150194.53
1914,71023.38
1915,311513.28
1916,51604.05
1917,261443.06
1918,142991.8
